number,ortho,mean
71,adverzebb,-1.087941067
3678,oient,-1.087309554
513,ayleav,-1.087272714
2812,knitorp,-1.087145606
2364,hiberfec,-1.086571338
4300,poovergoo,-1.085202222
2011,fulldspor,-1.083485913
1627,ercheatwick,-1.083466404
3727,olftisher,-1.08321642
2666,jnigger,-1.082488504
1334,doyenual,-1.082036271
6018,yodepith,-1.081767606
4310,porslou,-1.08174612
491,avvys,-1.081475401
26,ackdort,-1.080158995
5207,thithmager,-1.079824744
107,ajud,-1.079451603
2102,genoi,-1.078470059
5946,wooshrpuss,-1.078412988
2775,kerthrowuch,-1.078208594
3675,ogunch,-1.078137595
2826,koroemy,-1.07651462
5270,thyceroi,-1.076034848
735,bovelu,-1.076028044
743,boxp,-1.075733836
3469,noelk,-1.075626514
3920,ortrelud,-1.075396214
5654,vasqueez,-1.074705684
5936,woolowso,-1.074131525
4949,soyallo,-1.073626075
5327,torpeb,-1.072450988
109,akizar,-1.072429623
2270,gwych,-1.072053202
2452,ifigar,-1.072019447
1704,ersashfoot,-1.071514888
1572,enibiad,-1.071378798
5564,urgipia,-1.071333496
2965,lleony,-1.071141442
1161,cyonsco,-1.071095735
5809,vunc,-1.070545096
1889,figiporp,-1.069771376
4691,scoheroi,-1.069615231
4,abdi,-1.069608226
279,arealabur,-1.069471316
411,atlosslou,-1.068749064
2442,idosurp,-1.067777541
2529,irlad,-1.067429664
4413,pyneurn,-1.06701974
4404,putnioc,-1.066042473
1573,enidjuria,-1.065680853
1028,cirlowd,-1.064766116
4031,outebab,-1.064574049
5108,tepsoger,-1.064514143
168,amnebouch,-1.06430643
3574,obip,-1.064074748
4361,psedup,-1.063751706
1313,dorstoi,-1.061942082
2533,irlifier,-1.061140905
5280,tiaevuous,-1.060666216
3551,nusiuma,-1.060500445
4650,sakazi,-1.060272547
5900,whenmaph,-1.060272141
691,bolv,-1.059644697
1782,evombo,-1.058036751
1794,eyanariat,-1.056841282
1483,edvim,-1.056308874
223,aortsing,-1.056164132
252,arbootso,-1.055959393
2680,joistosh,-1.055920965
1942,foilibyan,-1.055824203
4725,shakito,-1.055822713
2262,gusua,-1.055659306
3012,lookrudg,-1.054548179
3442,nichu,-1.054218685
4293,pongaws,-1.053564224
2844,kypota,-1.053259919
1943,foilivow,-1.05294994
4953,soyatawser,-1.051586483
5768,voodlywal,-1.051564953
5232,thrudg,-1.050876238
3686,oinkfoiber,-1.050205264
127,allbitiae,-1.050138081
4838,sirdarf,-1.049848408
5404,twebon,-1.049346715
2032,fyal,-1.048801649
649,bitamou,-1.048073292
1904,fiverg,-1.047075106
2463,ikazoo,-1.046573054
3540,nurbao,-1.045542381
6073,zircolvo,-1.045072036
183,anerpor,-1.043529809
1660,ergenang,-1.043304255
4043,ouzoa,-1.04297292
2108,gerskirger,-1.042230388
2560,iteor,-1.041887629
1388,dwet,-1.041628377
5409,twombia,-1.041339061
267,arcogmit,-1.041229492
1023,ciourush,-1.039916166
3237,mobverda,-1.038009134
3700,oinxia,-1.036960014
3707,oistemec,-1.036770487
2612,jamachu,-1.036370644
4053,owansuff,-1.036162796
3523,nuggesad,-1.036001102
3412,nenvun,-1.035958288
5598,ussuroy,-1.035904511
3852,ordraffi,-1.035829296
5652,vasnarl,-1.035381917
3075,lunnicua,-1.034935962
4241,pidelurg,-1.034667259
1669,erinsk,-1.033787358
5441,uddithy,-1.033522792
3704,oistarmarsh,-1.033417182
5320,toosedd,-1.033320677
4154,peosoa,-1.033224072
581,bartnuta,-1.033052774
947,chesierrau,-1.032809424
2201,gorpupi,-1.032444354
3554,nuxu,-1.032431512
1112,creoroit,-1.032154938
2403,iadder,-1.031947411
2808,kneadua,-1.031407382
2268,gwammo,-1.030437027
1664,ergerob,-1.029871529
5118,terpsomi,-1.029517561
1430,eatwagua,-1.029445014
1447,eceluff,-1.02876057
1929,fmeal,-1.028729897
1784,evravoil,-1.02870802
4414,pyregong,-1.02850191
3569,obbyredo,-1.028008645
3451,nithmeth,-1.026607593
5027,suetoomy,-1.026237507
3169,medejoic,-1.025884044
2950,litferby,-1.025716086
3889,ormotiacker,-1.02549635
84,aftiv,-1.025069381
5211,thkinner,-1.025054562
3441,nicedou,-1.024835188
5519,uppituat,-1.024759747
2940,liku,-1.023112386
1327,doyeneat,-1.022394119
4473,ratpder,-1.022309647
5293,tinoi,-1.021972509
5670,veckneap,-1.02128044
2521,iralither,-1.020894681
3912,orsutiae,-1.020497765
1815,fakwerp,-1.020480222
4698,seatedas,-1.020272888
5554,urchioly,-1.019363226
3652,offu,-1.018586125
3660,ogadher,-1.017776573
2964,llegroy,-1.017172514
3680,oilinhad,-1.016889675
4511,reutergar,-1.016845485
406,athloro,-1.016809404
1345,dreosoma,-1.016255341
2918,leosotag,-1.016008267
2941,lilb,-1.015854597
678,bodgeffa,-1.01325374
5790,vousi,-1.012515369
3553,nuum,-1.012412153
3748,omemilloy,-1.012139623
3894,ornitulm,-1.011471489
3287,morgserk,-1.011212919
1300,donotau,-1.010957521
1806,ezzaner,-1.010429016
4249,pinoisod,-1.010267864
1722,erzosh,-1.009705829
1642,ereav,-1.009698543
4876,smav,-1.009492867
4369,psum,-1.009013808
18,achado,-1.008397421
1711,ertgoos,-1.007466372
3672,ogudgy,-1.006783029
354,artywoffer,-1.006748138
4660,sangsh,-1.006525244
1830,farowso,-1.00637716
1246,dersazeal,-1.006366582
3253,moistoi,-1.004654835
5166,thermorzoi,-1.00421161
1804,eyumphs,-1.004172665
5580,uscoun,-1.003976143
5326,tormyto,-1.003622175
4424,quelloch,-1.003513762
3635,odlagoo,-1.002428262
1800,eyanuff,-1.000600962
700,boofav,-1.00051565
4366,pstar,-1.000252678
929,cheddaln,-1.00019574
2601,jabsteor,-0.999460623
3766,oncirc,-0.99851544
5553,urchimseal,-0.998514848
2897,layteru,-0.997958478
5988,ycarb,-0.99791838
4778,shevogner,-0.997525756
1521,eleoso,-0.99687096
2587,ivyroos,-0.995242646
1007,chwafter,-0.995182119
2623,janklug,-0.994027464
3470,noempha,-0.993514902
3838,orcusa,-0.993501591
1600,eppermpia,-0.993168458
793,buvnol,-0.992602423
564,baob,-0.991900877
5260,thwactet,-0.990588092
2206,goufortu,-0.990372
794,bwifler,-0.989718175
1420,easybbishy,-0.989378827
4359,psadmia,-0.989181319
2150,gloronk,-0.988002858
346,artibi,-0.987132896
5690,verjo,-0.986938371
4878,smenfing,-0.986813968
4856,skiwip,-0.986059272
949,chessueather,-0.98539828
3943,osgeal,-0.985333395
5615,utupems,-0.985191043
2449,ieunual,-0.985117188
3662,ogav,-0.985111924
1697,erploff,-0.983919727
5577,urturoyer,-0.983665631
4920,soiliv,-0.981293034
1268,ditulab,-0.980971654
487,avlythin,-0.979738141
3037,lountma,-0.979659404
3706,oisteat,-0.979054386
2970,llocha,-0.978970129
5737,viverg,-0.978463558
1458,ecterau,-0.977914704
5800,voyalch,-0.977673425
3772,onhan,-0.977571143
1982,fraphi,-0.976042056
4761,shephaz,-0.974984817
4804,shriverg,-0.974938564
2725,jujua,-0.974772172
5784,vortelloch,-0.974485717
6033,yster,-0.972164266
537,aytenfowl,-0.971833106
158,amcarrac,-0.97170134
1413,easingri,-0.970651266
580,bartethre,-0.970495761
2662,jinrish,-0.969867528
2224,grilik,-0.969322001
841,ccasion,-0.96926903
1082,coshaccurs,-0.968962354
1008,chwan,-0.968112736
3438,nianinga,-0.967518658
3890,ornadiat,-0.966620968
2850,lacarc,-0.965522883
2740,jutelluff,-0.964975726
4567,roofamsa,-0.964774819
2596,jabirdar,-0.964576883
2197,gordeuth,-0.964092714
4881,snana,-0.963824213
3937,osellth,-0.963742738
1506,egibby,-0.963420583
61,adorscloy,-0.963383786
3116,mahak,-0.963003887
2360,heuri,-0.96265298
716,bornizog,-0.962078579
3999,ouforkshaw,-0.960514534
3932,osaunday,-0.960309205
628,biaru,-0.960041043
2450,iffid,-0.958744334
2361,heurodow,-0.958402877
2276,gymkilloy,-0.957929069
3758,ompong,-0.957606862
1700,erpraw,-0.957604633
1325,dowzither,-0.957497809
5683,venoi,-0.956950838
1891,finaverg,-0.956941416
5398,twagmesh,-0.956821194
1809,fabduum,-0.956510304
4368,pstool,-0.956088252
1280,docleso,-0.956024121
2961,llappeary,-0.95303553
1235,deloi,-0.952881159
3949,osmobam,-0.952819326
85,agadob,-0.952238827
848,cedovessay,-0.951863035
3115,magib,-0.951858814
3908,orslik,-0.951397545
3984,otoplur,-0.95116437
2127,gircua,-0.95069277
5587,usiumus,-0.949629572
146,almsa,-0.949616363
952,chicservo,-0.949395382
2876,larioroit,-0.948712208
2674,joineurn,-0.947653947
148,alru,-0.946914292
4784,shinnua,-0.946696271
4109,parhepoin,-0.945961307
2123,gircad,-0.945863844
6102,zukit,-0.945248483
1018,ciesodia,-0.945083247
882,chagroue,-0.944728968
2837,kyod,-0.943935629
2588,jabatia,-0.943825003
2802,kiwizoa,-0.943651653
1097,coyalloph,-0.943236885
5857,washassem,-0.942847547
426,auchef,-0.942690889
5939,woolwa,-0.942158088
4712,servog,-0.942050259
2446,ierstuffed,-0.941236771
3861,orfocad,-0.941128734
5651,varyunny,-0.940544737
2741,jutoop,-0.940423493
2493,ingorurter,-0.939828133
1936,fogiderth,-0.93964453
1265,dirgedel,-0.939504736
4928,sookabart,-0.938650025
5551,urchilether,-0.938558274
989,churcharou,-0.938104551
5616,uturoit,-0.936843822
5838,wakkifer,-0.936271725
364,asherowit,-0.935891713
3341,musspois,-0.935872316
3862,orfuret,-0.935264441
4373,puclouch,-0.935010591
4749,shebudg,-0.934805309
3025,loscowt,-0.934671915
3248,moicertip,-0.93449006
4040,outsdtiff,-0.934150517
4065,owgreavs,-0.932968419
25,ackdaw,-0.932527324
927,cheavogel,-0.932337781
3452,nitotiss,-0.931687494
5142,theasylish,-0.931333269
2005,fugepped,-0.930443973
2996,loiterf,-0.929010621
2974,lobbizod,-0.92889333
5263,thwagoo,-0.92850331
4137,pecieph,-0.928076558
5884,wereoso,-0.927748267
994,churlef,-0.926449549
3260,molvisar,-0.926284525
1596,ephrouch,-0.926258102
3044,loutind,-0.925844167
3762,omtollo,-0.925458559
5819,vuous,-0.924804441
4566,roocov,-0.924091593
902,charej,-0.923838139
3641,odpathyl,-0.923334096
3837,orcobmish,-0.923055906
6,ablau,-0.922795742
5241,thumcao,-0.92210746
5731,virdarf,-0.921282524
1258,dictulb,-0.920303057
246,arawayl,-0.918439058
835,cauncharl,-0.918059573
2862,lajot,-0.917740954
114,aliewish,-0.917706135
499,awsger,-0.917555409
2753,kaurither,-0.916803361
4869,slulg,-0.91510118
1557,emnith,-0.91392287
1424,eatupo,-0.913865865
5770,voodoce,-0.913833524
2532,irlell,-0.913577829
2179,gonythian,-0.913408813
5,abhawser,-0.913378229
5308,togavoil,-0.913325489
157,amcarl,-0.912585415
4416,pyroi,-0.912444166
3738,oltaph,-0.911718237
3339,musba,-0.911536414
486,avlith,-0.911431736
4200,pharoccoch,-0.911379713
208,anvadher,-0.911008957
2793,kionzy,-0.908705731
6046,zambloi,-0.9081022
2287,haliews,-0.908066727
4500,reosotosh,-0.907378902
3186,meshicoo,-0.90570833
259,arcerdov,-0.905605042
4409,pwoll,-0.904945513
621,beyog,-0.904597767
1010,chwany,-0.904363492
2617,jammiazzy,-0.904264658
3746,ombameth,-0.903529231
437,augmoluth,-0.902967254
4577,rorderto,-0.902936504
3119,majocit,-0.902917608
3887,ormotaft,-0.902784799
2159,gobnom,-0.90278287
5429,ucteor,-0.902265762
3358,nagglaw,-0.902051079
4750,sheccas,-0.901907697
5921,wodyuous,-0.901831889
795,byly,-0.901344733
5524,uptiak,-0.900963791
2166,goiterperg,-0.90062504
2498,ingutads,-0.899236665
1993,fruju,-0.899228236
210,aomta,-0.899092688
5722,vinoicer,-0.898720036
3024,lorzoi,-0.898365118
1570,enfrav,-0.897955761
547,bablau,-0.897852162
5986,yaunchaffed,-0.897181069
1525,elicachu,-0.896479351
4190,phadher,-0.895821709
2415,icadits,-0.895707144
639,bindevy,-0.895260243
522,aynobs,-0.895230482
4901,soboct,-0.895154374
3507,nosaun,-0.893531592
3640,odov,-0.893319144
5875,webeuth,-0.892876093
1510,ejell,-0.892196653
5473,umoped,-0.891773129
2971,llockk,-0.89130898
1219,dazziso,-0.890890751
3809,orachi,-0.890331708
5692,vernorcher,-0.889804024
4621,rupellth,-0.889796557
5035,sulv,-0.889531071
124,alkwach,-0.889253126
1788,exaduk,-0.889062853
3545,nurbuf,-0.888983092
21,achaneath,-0.887700923
5033,sugipia,-0.886203852
5603,utif,-0.886132013
879,chaferb,-0.885377446
3519,nubucco,-0.885358449
3548,nurspuo,-0.884751856
5246,thumvi,-0.884670014
510,ayleach,-0.883180991
752,boyanoin,-0.883064002
881,chafyriad,-0.882929727
3351,naditiae,-0.882504987
5565,urgisrum,-0.882120849
1843,fatrou,-0.881288144
3846,ordeddler,-0.881206095
4272,pludg,-0.881063855
2117,giddaym,-0.880743834
1197,darbov,-0.880567967
3592,obukia,-0.88038337
5281,tialertomb,-0.880244767
4748,shebaubirth,-0.880101984
2827,kouteor,-0.880024284
863,ceptodi,-0.88002255
1778,evimelay,-0.879899693
5155,theonif,-0.879557343
2263,guvnols,-0.879238036
2433,ideantog,-0.879022689
5321,toothll,-0.878034992
4896,snumdud,-0.877805912
3196,miarouch,-0.877795592
703,boogilth,-0.876437808
1142,curllold,-0.87638251
2510,invodi,-0.87600765
3088,lurnou,-0.875945165
4017,ountath,-0.875659033
51,adjis,-0.874952356
1190,daporp,-0.874343306
4143,peferau,-0.87390907
5254,thustoupia,-0.873849985
5277,thyrotuch,-0.872943669
520,aymorgather,-0.872906507
1504,eggvim,-0.871782638
1950,foolawayt,-0.871704221
3192,metuum,-0.871593517
2119,gilau,-0.870629264
5344,tousarouch,-0.86993712
1508,egmigo,-0.868985064
4000,ouforn,-0.868970495
4320,potiocowl,-0.867855012
2460,ignork,-0.867768081
875,cessu,-0.867589295
2135,gisia,-0.867188328
3729,olgiln,-0.867118568
3219,mirdarf,-0.866843293
5594,ussic,-0.8666069
1153,cushacea,-0.866296056
2113,gethreth,-0.865936159
4163,perchl,-0.865426164
706,boogoul,-0.864856179
851,cellmelv,-0.864471356
160,amif,-0.864350837
432,aucoersus,-0.864213829
976,chivun,-0.863337705
1259,dicua,-0.86285649
366,ashillog,-0.862553318
5285,tiamaser,-0.861969647
3568,obblia,-0.861436515
3072,lulgreach,-0.861112004
1862,fequoisa,-0.860413921
1514,ekosh,-0.860040159
4370,psutual,-0.85944815
5136,thanodou,-0.858923336
867,cernds,-0.8586412
1690,ermuforth,-0.858199771
5611,utosio,-0.857962915
5503,unnisaf,-0.857300548
3240,modlibou,-0.856098684
2214,govimny,-0.855467745
527,ayonnoit,-0.854778102
980,chubtlys,-0.854698287
1949,foolasmo,-0.854274878
3580,obovri,-0.853212619
3642,odpo,-0.852428697
5058,swivows,-0.851559851
4429,queutha,-0.851342737
386,assiv,-0.851043822
67,aduk,-0.850908389
266,arcipsior,-0.849730314
3589,obsi,-0.849651705
3753,ommenvo,-0.849643178
2563,itfer,-0.849631686
2381,hugorg,-0.848971642
4624,rupuo,-0.848523321
1290,doilitual,-0.848034327
2419,icegy,-0.847521923
4882,snarearia,-0.845919021
2570,itiolarger,-0.845833598
2091,gclipper,-0.844969804
5130,thanimming,-0.844506429
6000,yentorps,-0.844332117
3098,lydugger,-0.844117908
1204,daruseach,-0.843076511
5648,varsumo,-0.843029234
3563,obao,-0.842816547
1703,ersaroudy,-0.841959497
1304,doodoov,-0.841918411
2211,goutyrial,-0.841823725
1474,edoutiffy,-0.841636993
4643,saduk,-0.841381489
5460,umbbay,-0.841197753
2221,gresou,-0.840555598
238,apti,-0.840514301
688,bokeg,-0.840134324
4443,rajar,-0.840025223
5558,urgazoo,-0.839779243
3390,nazazoo,-0.839767641
1237,deoso,-0.839588886
485,avlim,-0.839401963
988,chuptuourer,-0.83855612
526,ayonno,-0.838544169
5074,taqueet,-0.838297969
123,alksacs,-0.837732348
2713,judderboa,-0.837444005
420,atucray,-0.837210863
365,ashfullos,-0.83705956
4991,spurbi,-0.836511888
4470,ratcuz,-0.835930127
1805,ezither,-0.835895886
1453,ecknat,-0.835331903
5816,vungstoid,-0.834801978
138,almarbuz,-0.834328675
2013,fullfrau,-0.834286206
2537,irndor,-0.834017646
4158,peptiappea,-0.832824438
3315,mowdowd,-0.832612139
5366,troj,-0.832011374
4736,shapsagoo,-0.831840811
1196,darbotoph,-0.830963997
4915,soiet,-0.829890818
4793,shliased,-0.829692978
3812,oraud,-0.829532961
454,austamph,-0.829346572
3105,lyteach,-0.828372482
523,aynti,-0.827896259
2129,girdarvo,-0.827508368
3539,nuque,-0.827373924
833,caucalch,-0.827021986
2642,jeccesum,-0.827009323
3185,mesherc,-0.826980893
201,annophi,-0.826700318
4607,rucherid,-0.826588924
4667,sarmob,-0.82638452
2967,llevish,-0.825970943
6088,zompab,-0.825740348
1491,effig,-0.824947334
3249,moienson,-0.824604698
421,atuo,-0.824450493
1043,clui,-0.82423624
2207,gouleroth,-0.824135144
5451,uglowser,-0.823727766
3397,neciph,-0.823065923
4469,rassu,-0.822550724
6062,zeroneap,-0.822498256
4032,outejammy,-0.82220963
3017,lorassu,-0.821917601
3414,neosoa,-0.821814984
3271,moostuum,-0.820933707
4358,prpuss,-0.820712552
4059,owerarthing,-0.820244099
3225,missutarch,-0.820160963
5928,womygap,-0.819939331
825,carqualf,-0.817596598
4030,ousuthan,-0.817009592
1628,erchiffy,-0.816084169
5156,theonybosh,-0.815879516
3909,orslur,-0.815055418
4936,sorgmemy,-0.815011529
125,allbeloi,-0.814583465
5194,thirdedio,-0.814366558
1166,czarymouth,-0.813685154
728,bougaga,-0.813125322
1185,dangutash,-0.813057016
2238,gufash,-0.812732558
1774,everzeph,-0.811627867
3582,obowsparch,-0.811396837
3521,nuctuat,-0.811087773
3112,madyll,-0.810411032
5760,vomboof,-0.810339733
473,auxervish,-0.809817981
3514,nouticher,-0.809746757
2028,fusc,-0.809431221
3417,nerau,-0.809334653
3100,lyly,-0.808169204
4055,owaria,-0.807731598
3243,mogadher,-0.807081995
1439,eboun,-0.806930146
5265,thwangst,-0.806733932
2147,gloodoog,-0.806510492
1526,ellag,-0.806455077
5037,sumbna,-0.806021433
3506,nosash,-0.805654679
1998,fryak,-0.805521146
1754,ethicud,-0.805307379
4290,polvog,-0.805178539
2082,gavig,-0.805027389
1672,erjec,-0.805022949
4484,reachapporti,-0.804249465
2577,iviathin,-0.80381813
3307,mounjuria,-0.80314385
5423,ubtly,-0.803112207
2849,kysium,-0.803043359
2653,jeploun,-0.802933986
1220,dazzithy,-0.802254108
2645,jehenma,-0.801500807
2073,gatfassor,-0.801259494
6061,zerokia,-0.800051241
3587,obscoo,-0.799871559
2667,jobeadord,-0.799743416
1072,cookultu,-0.799256683
4441,raftiza,-0.798476104
456,austoi,-0.796920405
301,arkong,-0.796218196
4754,shecreador,-0.794933874
4349,prej,-0.794850106
2310,hascur,-0.794384867
5403,twavia,-0.792986416
2470,ilstout,-0.792753806
3873,orgigar,-0.79226831
75,afercull,-0.792259639
2750,kauricher,-0.791699453
2085,gawkng,-0.791543367
3905,orsarahaw,-0.790921795
5732,virndorf,-0.790723394
1694,eroddiggy,-0.790378221
5791,vousnia,-0.790310862
945,chervyria,-0.788986715
767,bublaut,-0.78829434
5081,tarmadher,-0.78745957
3926,orturoun,-0.787196442
3327,muous,-0.787180821
5286,tiamooch,-0.787023428
5005,stievout,-0.78610784
5269,thworber,-0.785563231
3106,lywer,-0.785401565
3991,otship,-0.7845543
4549,rognil,-0.784483663
3319,muando,-0.783473389
883,chalio,-0.783126099
1803,eyprithy,-0.782467378
5470,umooch,-0.780667326
2313,hasowath,-0.77996614
5139,thanzab,-0.779445823
6004,yerosea,-0.778141825
5294,tiobs,-0.77811649
1634,erclo,-0.777455078
4693,scoutywer,-0.77571353
4061,owerjar,-0.775705854
2408,ibbollegy,-0.775260586
2673,jogra,-0.775146088
185,angaloi,-0.774440334
3645,oduo,-0.774280833
4346,praryth,-0.773274279
936,chenuff,-0.773267575
1946,fomemphy,-0.773062011
956,chiffedio,-0.772572828
1443,ebserk,-0.772475376
4538,ritoirm,-0.772031189
2535,irnday,-0.771967811
4760,shenvedgy,-0.771759613
705,boogouform,-0.771413414
2332,hefflu,-0.770613703
3594,obverg,-0.770390615
3479,noistoil,-0.770367014
3198,mideoso,-0.770316478
5726,vipep,-0.770132311
569,bapno,-0.769543362
2130,girdatec,-0.767893358
2717,juddych,-0.767877883
3637,odorung,-0.767571124
4082,ozomiger,-0.767295871
3317,moyallusia,-0.767045456
3344,myannoy,-0.766773266
3988,otsals,-0.765203179
2004,fufort,-0.764771218
2609,jaglobo,-0.764248365
4155,peosomarch,-0.763656458
4626,ruritab,-0.761233045
1410,ealioday,-0.761161671
5025,suetlo,-0.760944551
6047,zamki,-0.760763856
4010,oundypay,-0.760713982
3581,obovrish,-0.760044806
5180,thiantroyer,-0.759978965
423,auberilner,-0.759365013
5107,tepsizo,-0.759180997
5121,tesc,-0.758464959
4070,owpros,-0.757964647
2066,garseg,-0.757324756
3229,miteroi,-0.756831338
1203,darkaol,-0.756822357
2388,hurlyria,-0.755797022
4575,roplarch,-0.755244187
2814,knotorung,-0.753825436
5315,tokinout,-0.753727218
2274,gyllowd,-0.753506215
4021,ourali,-0.753185546
511,ayleafed,-0.753051892
5742,vodep,-0.752832635
3775,onoph,-0.752544078
5639,vareariat,-0.752019857
1654,ergarloth,-0.75177377
1933,fodderbaf,-0.751633217
2839,kyogam,-0.751473423
4189,phadavo,-0.751266361
4412,pyjers,-0.751223864
6068,zibrong,-0.750573245
768,buborz,-0.749386655
5137,thanoeld,-0.749288547
4952,soyangroy,-0.749278487
567,baobea,-0.749062294
4601,ruatilth,-0.747869246
4433,quois,-0.74676533
1187,dannepong,-0.746533148
3078,luque,-0.745670545
5472,umooth,-0.744927772
4591,rowdiv,-0.743763227
2668,jobeseash,-0.743594629
5808,vultorld,-0.743276941
1619,erberto,-0.743104743
5590,usob,-0.742018512
3392,neameda,-0.741913901
2406,iannoy,-0.741042691
2001,fufang,-0.740983354
3783,oozeroth,-0.740854418
2921,lerwor,-0.740781534
2473,imcarp,-0.739880268
2266,gwag,-0.739774362
3657,ofluor,-0.738822431
4885,snaustort,-0.738773856
2483,incagoul,-0.738691867
1409,ealeg,-0.738517078
3647,offeloit,-0.738367628
3896,orog,-0.738355931
375,asmachi,-0.738331189
1425,eatuream,-0.738071928
3798,oppetarp,-0.737531906
1485,efaccus,-0.73748698
3009,lookibiad,-0.736985177
1486,eferann,-0.736901132
319,arryhuous,-0.736475474
1051,cognili,-0.735679293
4857,slauc,-0.735517135
2308,harzi,-0.735024723
227,aphazi,-0.733089158
3423,nervici,-0.732762436
5944,wooshik,-0.732732627
5866,wawen,-0.732260766
3559,nyperb,-0.732258266
3921,ortrolo,-0.732051974
4198,phanuct,-0.731959125
1758,ethnivet,-0.731367664
2966,llergonly,-0.731250229
368,ashmirea,-0.730743355
302,arkpug,-0.730595405
1858,fennoturb,-0.730221014
3936,osef,-0.729906196
3576,obissuta,-0.729382336
5383,turbazal,-0.728375034
5710,viatonry,-0.728269803
1745,etepoys,-0.727628798
4395,purplappor,-0.726937542
1476,edovadius,-0.726675595
5338,totalm,-0.725772979
349,artnamob,-0.725299382
1455,ecoif,-0.724830978
3031,loundio,-0.724690322
4319,poshelaw,-0.724375984
3468,noelch,-0.72310976
5054,swagoc,-0.721909184
1099,coyanturf,-0.721694736
3328,muphada,-0.721242767
3670,ogroil,-0.721182539
1330,doyenna,-0.719780038
2350,herptavoy,-0.719666788
4085,pachaff,-0.719607752
1281,docuz,-0.719506308
3695,ointlang,-0.718975692
5084,tarquaw,-0.718631775
2823,knuckya,-0.718162438
474,auxomped,-0.717978833
2039,gajoper,-0.717785314
254,arbuo,-0.71765752
2992,loisteap,-0.716458438
1137,curchemurch,-0.716044958
1403,eacop,-0.715807629
1715,eruviewer,-0.715210113
4640,rywaxer,-0.714750226
379,asmi,-0.714541843
2051,gardusua,-0.714350136
1308,doomilb,-0.714320744
3535,numdriot,-0.714108799
1608,epurcaiat,-0.714038214
5337,tossluor,-0.712777671
2790,kinanci,-0.712670064
595,beadych,-0.712484797
733,bouyjam,-0.71236427
3217,miotows,-0.711455217
3375,nargermor,-0.711239048
1180,damothio,-0.711019336
3068,luffebob,-0.710698039
1824,faoncat,-0.710590914
4345,praptua,-0.710435151
5966,wurto,-0.710312163
5024,suddic,-0.710059224
960,chilichu,-0.709605185
4123,patlappor,-0.709333965
1655,ergarm,-0.709277645
3542,nurbarl,-0.708832929
3056,loyatensh,-0.708204165
5824,wactia,-0.708199291
2898,leachada,-0.708166337
1797,eyanorth,-0.707282908
89,agerp,-0.707241084
5396,twaff,-0.705514942
3195,mevodim,-0.705271326
1582,enslerg,-0.704236979
5649,varuhas,-0.704151616
5497,unks,-0.703478261
653,blal,-0.702134293
5019,succuo,-0.702053501
2171,gomavo,-0.700722439
1919,flowf,-0.700689901
4651,sakit,-0.699971418
93,aggefus,-0.698867605
2930,lianach,-0.698580555
1707,ersinot,-0.698088133
710,boosink,-0.697851207
4050,oviaday,-0.69728314
2212,goutywach,-0.696939225
935,chenac,-0.696387735
1780,evolc,-0.69576082
4060,owerdit,-0.695401469
4039,outivow,-0.694771995
2428,ickshawls,-0.694032991
3661,ogalut,-0.692859576
1609,epurdither,-0.692802398
5788,votong,-0.692157326
5681,vencao,-0.691894217
1314,dorsymmet,-0.691370939
1098,coyanian,-0.691089737
2580,ivolvi,-0.690968014
1105,coypuk,-0.6901021
5623,vadrosher,-0.689293621
2787,kikiall,-0.687934404
3487,nookab,-0.687375502
4997,ssockk,-0.686927477
1284,dodswaff,-0.686760883
5539,urbarl,-0.686236926
3977,othper,-0.685853095
494,awastom,-0.685700555
1499,egeser,-0.685229028
4301,poovuous,-0.684877312
2432,iddaccus,-0.683912548
1595,ephib,-0.683716847
2638,jaysoger,-0.683474119
5548,urchask,-0.682110614
3172,meloi,-0.681849912
5925,womajar,-0.681619917
1107,coyputual,-0.681160227
6090,zonob,-0.68103483
5352,trarallow,-0.681024134
5336,tossiggy,-0.680340086
3063,luciousu,-0.680081726
872,cerwaul,-0.679251506
5311,toidadry,-0.678180777
5175,thezepp,-0.677995047
5831,wagong,-0.676561534
5334,torzoi,-0.676357578
1808,ezzolap,-0.676142235
3029,loudingoo,-0.675663045
2933,liantoop,-0.675490807
1367,dugbilth,-0.674788241
3884,ormiallow,-0.674761121
3651,offli,-0.674246727
6010,yezia,-0.673457111
1702,ersalark,-0.672943008
2959,llaffh,-0.672436933
2311,haseach,-0.672274306
2149,glophaver,-0.67223077
2434,idemuum,-0.672119516
1584,enub,-0.672044623
3993,otsooth,-0.671891697
4339,powzim,-0.671361195
907,charictu,-0.67091045
3371,narcashea,-0.670479822
5417,tywer,-0.670010637
3619,ocyth,-0.669992521
251,arboob,-0.669761666
2651,jempt,-0.669744368
796,bywang,-0.669185074
403,athlelo,-0.668008874
5814,vungoo,-0.66774305
5817,vunkfoil,-0.667623078
2443,idotacer,-0.667453328
2572,itnerto,-0.667425147
497,awibber,-0.666775763
5950,worloyer,-0.666686333
5713,vidu,-0.666471019
2034,gacemio,-0.666429366
1433,ebauch,-0.666054312
3437,niani,-0.665876874
1841,fatiae,-0.66575909
1709,ertacea,-0.665354384
2008,fulg,-0.664750536
444,aundiat,-0.664678955
3761,ompul,-0.664510753
3049,lowpi,-0.664182904
1580,enoin,-0.663757805
4498,rejod,-0.66362493
5097,temig,-0.663475417
582,bashrpuss,-0.662792124
5550,urchif,-0.662615353
1699,erpooch,-0.661864942
369,ashmiro,-0.661854985
